PII,country,points,price
55059,Australia,86,28.0
55060,US,86,30.0
55061,Australia,86,20.0
55062,US,86,25.0
55063,Italy,86,22.0
55064,Chile,86,20.0
55065,Chile,86,10.0
55066,US,86,29.0
55067,Chile,86,18.0
55068,US,86,32.0
55069,US,86,10.0
55070,Italy,86,17.0
55071,US,86,22.0
55072,US,86,28.0
55073,US,86,13.0
55074,Spain,86,15.0
55075,US,86,18.0
55076,France,86,16.0
55077,US,86,20.0
55078,France,86,
55079,US,86,8.0
55080,US,91,22.0
55081,Australia,91,19.0
55082,US,91,35.0
55083,US,91,47.0
55084,US,91,48.0
55085,Portugal,91,
55086,Portugal,91,58.0
55087,Portugal,91,44.0
55088,Italy,91,
55089,Italy,91,375.0
55090,Italy,91,
55091,Germany,91,46.0
55092,Spain,91,28.0
55093,Portugal,91,16.0
55094,Australia,91,30.0
55095,US,91,26.0
55096,US,91,27.0
55097,Italy,91,45.0
55098,Spain,91,19.0
55099,Portugal,91,
55100,Portugal,91,125.0
55101,US,91,42.0
55102,Spain,91,62.0
55103,Spain,91,20.0
55104,US,91,25.0
55105,US,91,55.0
55106,US,91,100.0
55107,US,91,36.0
55108,Italy,90,59.0
55109,US,90,20.0
55110,Italy,85,13.0
55111,Italy,85,
55112,US,85,13.0
55113,France,85,15.0
55114,Chile,85,9.0
55115,US,85,14.0
55116,Italy,85,11.0
55117,US,85,68.0
55118,France,85,18.0
55119,US,85,25.0
55120,Argentina,85,10.0
55121,Italy,85,15.0
55122,Italy,85,
55123,US,85,39.0
55124,Italy,85,21.0
55125,US,85,16.0
55126,Italy,85,17.0
55127,Chile,85,9.0
55128,US,85,13.0
55129,US,85,12.0
55130,Italy,85,28.0
55131,US,85,7.0
55132,US,85,25.0
55133,Italy,85,15.0
55134,Italy,85,
55135,US,85,22.0
55136,France,85,17.0
55137,Italy,85,
55138,Italy,85,15.0
55139,US,85,20.0
55140,US,84,16.0
55141,Austria,84,13.0
55142,Austria,84,17.0
55143,US,84,20.0
55144,US,84,11.0
55145,Chile,84,12.0
55146,Chile,84,9.0
55147,US,84,18.0
55148,US,84,11.0
55149,US,84,12.0
55150,France,84,16.0
55151,France,84,25.0
55152,France,84,20.0
55153,Italy,84,
55154,US,84,25.0
55155,US,84,11.0
55156,France,84,9.0
55157,US,84,16.0
55158,France,84,11.0
55159,Chile,84,10.0
55160,Italy,84,10.0
55161,US,84,19.0
55162,US,84,15.0
55163,US,84,11.0
55164,US,84,11.0
55165,France,84,15.0
55166,Chile,84,12.0
55167,US,84,26.0
55168,US,84,45.0
55169,Chile,84,8.0
55170,Italy,91,
55171,US,91,35.0
55172,US,91,35.0
55173,Italy,91,
55174,Italy,91,
55175,US,91,45.0
55176,US,91,40.0
55177,Austria,91,22.0
55178,US,91,26.0
55179,Italy,91,
55180,Italy,91,
55181,Italy,91,
55182,Italy,91,50.0
55183,Italy,91,70.0
55184,Chile,91,35.0
55185,Italy,91,120.0
55186,Italy,91,
55187,Italy,91,55.0
55188,Italy,91,
55189,Italy,91,71.0
55190,Italy,91,57.0
55191,Italy,91,
55192,US,91,20.0
55193,Italy,91,50.0
55194,Italy,91,
55195,France,91,150.0
55196,Austria,91,
55197,US,91,18.0
55198,US,91,44.0
55199,Italy,91,51.0
55200,US,82,20.0
55201,US,82,30.0
55202,US,82,15.0
55203,US,82,26.0
55204,US,82,30.0
55205,US,82,30.0
55206,Australia,82,36.0
55207,Spain,82,20.0
55208,Spain,82,10.0
55209,US,82,13.0
55210,US,82,25.0
55211,US,82,12.0
55212,US,81,15.0
55213,US,81,12.0
55214,US,81,38.0
55215,US,81,20.0
55216,Spain,81,24.0
55217,US,81,18.0
55218,US,81,16.0
55219,Spain,81,26.0
55220,Spain,81,6.0
55221,US,81,26.0
55222,US,81,22.0
55223,Spain,80,15.0
55224,US,80,12.0
55225,US,80,19.0
55226,US,80,20.0
55227,US,80,17.0
55228,Spain,80,9.0
55229,Spain,80,10.0
55230,France,94,
55231,France,93,
55232,France,93,
55233,France,93,60.0
55234,France,93,
55235,France,93,
55236,France,93,
55237,France,93,
55238,France,93,
55239,France,93,
55240,France,93,
55241,France,93,
55242,France,93,
55243,France,93,
55244,France,93,
55245,France,93,
55246,France,93,
55247,France,93,
55248,France,93,
55249,France,93,
55250,France,93,
55251,France,93,
55252,France,93,
55253,France,93,
55254,France,93,
55255,France,93,
55256,France,93,
55257,France,93,
55258,France,93,
55259,France,93,
55260,US,90,19.0
55261,US,90,38.0
55262,US,90,32.0
55263,US,90,18.0
55264,Italy,90,
55265,Italy,90,23.0
55266,Australia,90,60.0
55267,Chile,90,15.0
55268,US,90,43.0
55269,Austria,90,35.0
55270,US,90,34.0
55271,US,90,29.0
55272,Italy,90,50.0
55273,US,90,55.0
55274,US,90,42.0
55275,Italy,90,45.0
55276,France,90,47.0
55277,US,90,32.0
55278,Austria,90,37.0
55279,US,90,36.0
55280,US,90,30.0
55281,France,90,108.0
55282,New Zealand,90,90.0
55283,Italy,90,55.0
55284,Argentina,90,24.0
55285,Italy,90,60.0
55286,Italy,90,
55287,US,90,20.0
55288,Chile,90,19.0
55289,Italy,90,
55290,US,90,25.0
55291,US,90,32.0
55292,Italy,90,59.0
55293,France,90,25.0
55294,France,90,
55295,France,90,20.0
55296,US,90,20.0
55297,US,90,50.0
55298,US,90,20.0
55299,US,90,22.0
55300,Spain,90,35.0
55301,South Africa,90,80.0
55302,US,90,16.0
55303,South Africa,90,20.0
55304,Spain,90,40.0
55305,US,90,16.0
55306,France,90,
55307,US,90,42.0
55308,US,90,28.0
55309,US,90,70.0
55310,US,90,19.0
55311,New Zealand,90,20.0
55312,US,90,30.0
55313,Spain,90,85.0
55314,Turkey,90,40.0
55315,South Africa,90,35.0
55316,Slovenia,90,25.0
55317,Croatia,90,18.0
55318,US,90,19.0
55319,Croatia,90,57.0
55320,Argentina,89,23.0
55321,Italy,89,24.0
55322,US,89,60.0
55323,Italy,89,28.0
55324,US,89,35.0
55325,US,89,49.0
55326,Greece,89,20.0
55327,US,89,35.0
55328,Argentina,89,12.0
55329,Cyprus,89,20.0
55330,Germany,89,23.0
55331,US,89,50.0
55332,France,89,18.0
55333,US,89,20.0
55334,Argentina,89,20.0
55335,Argentina,89,20.0
55336,Italy,89,24.0
55337,Argentina,89,79.0
55338,Germany,89,12.0
55339,US,89,25.0
55340,US,89,30.0
55341,Greece,89,22.0
55342,US,89,24.0
55343,Austria,89,28.0
55344,Austria,89,28.0
55345,France,88,15.0
55346,US,88,50.0
55347,Greece,88,40.0
55348,Argentina,88,40.0
55349,France,88,
55350,Chile,86,10.0
55351,US,86,18.0
55352,Italy,86,10.0
55353,France,86,16.0
55354,Chile,86,15.0
55355,US,86,19.0
55356,US,86,20.0
55357,Spain,86,13.0
55358,Spain,86,10.0
55359,Spain,86,28.0
55360,Australia,86,17.0
55361,US,86,15.0
55362,Chile,86,14.0
55363,US,86,52.0
55364,US,86,12.0
55365,US,86,18.0
55366,US,86,38.0
55367,France,86,
55368,Spain,86,13.0
55369,Chile,86,15.0
55370,Italy,86,12.0
55371,Italy,86,13.0
55372,Chile,86,25.0
55373,Italy,86,
55374,US,86,28.0
55375,France,86,55.0
55376,US,86,28.0
55377,Spain,86,9.0
55378,Spain,86,19.0
55379,US,86,10.0
55380,Portugal,90,49.0
55381,US,90,35.0
55382,Germany,90,177.0
55383,Italy,90,30.0
55384,Italy,90,60.0
55385,US,90,30.0
55386,US,90,125.0
55387,Spain,90,60.0
55388,Australia,90,17.0
55389,US,90,45.0
55390,France,90,
55391,Greece,90,18.0
55392,US,90,40.0
55393,France,90,18.0
55394,US,90,95.0
55395,France,90,30.0
55396,US,90,20.0
55397,Australia,90,25.0
55398,US,90,50.0
55399,Italy,90,
55400,Spain,90,23.0
55401,US,90,45.0
55402,Italy,90,
55403,Italy,90,60.0
55404,Italy,90,68.0
55405,Spain,90,54.0
55406,US,90,85.0
55407,South Africa,90,24.0
55408,South Africa,90,30.0
55409,US,90,36.0
55410,France,85,
55411,France,85,50.0
55412,US,85,17.0
55413,Italy,85,19.0
55414,Italy,85,
55415,France,85,18.0
55416,Chile,85,13.0
55417,Argentina,85,22.0
55418,US,85,8.0
55419,Chile,85,11.0
55420,Portugal,85,20.0
55421,Chile,85,15.0
55422,US,85,24.0
55423,France,85,17.0
55424,Argentina,85,11.0
55425,Italy,85,
55426,Italy,85,17.0
55427,Italy,85,
55428,US,85,20.0
55429,Argentina,85,12.0
55430,France,85,25.0
55431,US,85,28.0
55432,US,85,38.0
55433,US,85,10.0
55434,Italy,85,
55435,Italy,85,
55436,Argentina,85,13.0
55437,US,85,13.0
55438,US,85,16.0
55439,Italy,85,18.0
55440,Italy,84,25.0
55441,France,84,
55442,US,84,10.0
55443,US,83,20.0
55444,US,83,25.0
55445,US,83,11.0
55446,Chile,83,11.0
55447,Italy,83,55.0
55448,US,83,10.0
55449,Chile,83,10.0
55450,Chile,83,12.0
55451,France,83,12.0
55452,Italy,83,32.0
55453,Italy,83,19.0
55454,US,83,25.0
55455,US,83,13.0
55456,Chile,83,10.0
55457,US,83,20.0
55458,US,83,15.0
55459,France,83,
55460,Chile,83,10.0
55461,US,83,12.0
55462,Italy,83,7.0
55463,US,83,40.0
55464,US,83,10.0
55465,US,83,50.0
55466,Chile,83,10.0
55467,Chile,83,15.0
55468,US,83,12.0
55469,Chile,83,14.0
55470,France,91,60.0
55471,US,91,23.0
55472,US,91,55.0
55473,Italy,91,45.0
55474,Austria,91,30.0
55475,Italy,91,
55476,Italy,91,
55477,Italy,91,
55478,Italy,91,52.0
55479,Italy,91,
55480,Chile,91,24.0
55481,France,91,399.0
55482,Italy,91,65.0
55483,Italy,91,60.0
55484,France,91,75.0
55485,Italy,91,106.0
55486,US,91,19.0
55487,US,91,48.0
55488,Italy,91,55.0
55489,France,91,80.0
55490,Austria,91,34.0
55491,Italy,91,
55492,Austria,91,
55493,Italy,91,65.0
55494,Italy,91,
55495,US,91,50.0
55496,Italy,91,65.0
55497,Italy,91,45.0
55498,Italy,91,
55499,Italy,91,
55500,Spain,80,12.0
55501,Spain,80,10.0
55502,Spain,80,9.0
55503,US,80,35.0
55504,US,97,50.0
55505,France,96,90.0
55506,US,96,85.0
55507,France,95,45.0
55508,US,95,60.0
55509,US,95,60.0
55510,US,95,85.0
55511,US,95,40.0
55512,US,95,120.0
55513,Italy,95,100.0
55514,US,95,72.0
55515,US,94,30.0
55516,US,94,75.0
55517,France,94,68.0
55518,US,94,52.0
55519,US,94,100.0
55520,US,94,75.0
55521,US,94,70.0
55522,France,94,35.0
55523,France,94,38.0
55524,US,94,60.0
55525,France,94,94.0
55526,US,94,65.0
55527,US,94,50.0
55528,US,94,38.0
55529,Italy,93,48.0
55530,France,93,
55531,France,93,
55532,France,93,
55533,France,93,
55534,France,93,
55535,France,93,
55536,France,93,
55537,France,93,
55538,France,92,
55539,France,92,
55540,France,92,
55541,France,92,
55542,France,92,
55543,France,92,
55544,France,92,
55545,France,92,
55546,France,92,
55547,France,92,
55548,France,92,
55549,France,92,
55550,France,92,
55551,France,92,
55552,France,92,
55553,France,92,
55554,France,92,
55555,France,92,
55556,France,92,
55557,France,92,
55558,France,92,
55559,France,92,
55560,US,90,33.0
55561,US,90,15.0
55562,US,90,40.0
55563,US,90,22.0
55564,New Zealand,89,17.0
55565,US,89,28.0
55566,Italy,89,
55567,France,89,52.0
55568,Austria,89,22.0
55569,Italy,89,
55570,New Zealand,89,11.0
55571,Italy,89,
55572,US,89,15.0
55573,US,89,21.0
55574,Italy,89,
55575,US,89,26.0
55576,Italy,89,
55577,Italy,89,40.0
55578,New Zealand,89,15.0
55579,Chile,89,25.0
55580,US,89,40.0
55581,Italy,89,22.0
55582,France,89,56.0
55583,US,89,15.0
55584,Italy,89,
55585,Italy,89,40.0
55586,Italy,89,
55587,US,89,19.0
55588,France,89,90.0
55589,Italy,89,26.0
55590,France,88,16.0
55591,US,88,28.0
55592,US,88,18.0
55593,US,88,12.0
55594,US,88,20.0
55595,South Africa,88,25.0
55596,Austria,88,23.0
55597,South Africa,88,27.0
55598,US,88,39.0
55599,Germany,88,23.0
55600,France,88,25.0
55601,France,88,12.0
55602,Germany,88,14.0
55603,US,88,17.0
55604,US,88,40.0
55605,US,88,19.0
55606,Argentina,88,100.0
55607,Italy,88,
55608,South Africa,88,15.0
55609,Italy,88,30.0
55610,US,88,48.0
55611,US,88,18.0
55612,Argentina,88,19.0
55613,Italy,88,21.0
55614,Italy,88,20.0
55615,France,88,
55616,US,88,50.0
55617,Italy,88,
55618,Greece,88,20.0
55619,France,88,
55620,New Zealand,90,17.0
55621,Italy,90,28.0
55622,New Zealand,90,18.0
55623,New Zealand,90,16.0
55624,US,90,15.0
55625,US,90,45.0
55626,US,90,18.0
55627,US,90,60.0
55628,US,90,16.0
55629,Spain,90,60.0
55630,US,90,40.0
55631,France,90,
55632,France,90,15.0
55633,France,90,24.0
55634,Italy,90,27.0
55635,US,90,12.0
55636,US,90,20.0
55637,Spain,90,31.0
55638,US,89,19.0
55639,Spain,89,34.0
55640,US,89,14.0
55641,Spain,89,20.0
55642,Spain,89,195.0
55643,France,89,35.0
55644,France,89,
55645,US,89,65.0
55646,Italy,89,21.0
55647,Israel,89,14.0
55648,New Zealand,89,16.0
55649,Italy,89,27.0
55650,US,86,10.0
55651,US,86,30.0
55652,France,86,11.0
55653,France,86,15.0
55654,France,86,
55655,US,86,9.0
55656,Spain,86,10.0
55657,France,86,60.0
55658,Spain,86,40.0
55659,Italy,86,17.0
55660,Italy,86,
55661,Italy,86,
55662,US,86,35.0
55663,Italy,86,10.0
55664,US,86,12.0
55665,Austria,86,15.0
55666,US,86,30.0
55667,Spain,86,11.0
55668,US,86,56.0
55669,US,86,25.0
55670,Italy,86,
55671,Australia,86,12.0
55672,US,86,17.0
55673,Austria,86,24.0
55674,Austria,86,13.0
55675,Spain,86,9.0
55676,US,86,45.0
55677,US,86,28.0
55678,Chile,86,20.0
55679,Italy,86,10.0
55680,Spain,90,127.0
55681,Italy,90,48.0
55682,Italy,90,
55683,US,90,50.0
55684,Spain,90,71.0
55685,US,90,52.0
55686,Portugal,90,
55687,US,90,28.0
55688,US,90,14.0
55689,Italy,90,26.0
55690,Germany,90,42.0
55691,US,90,27.0
55692,France,90,25.0
55693,Portugal,90,16.0
55694,Australia,90,85.0
55695,US,90,38.0
55696,Australia,90,19.0
55697,Australia,90,38.0
55698,Spain,90,9.0
55699,Portugal,90,
55700,Italy,90,
55701,US,90,26.0
55702,US,90,33.0
55703,US,90,48.0
55704,Italy,90,50.0
55705,US,90,42.0
55706,South Africa,90,15.0
55707,US,90,35.0
55708,Portugal,90,33.0
55709,US,90,24.0
55710,Chile,85,7.0
55711,Portugal,85,
55712,US,85,49.0
55713,France,85,14.0
55714,Italy,85,27.0
55715,US,85,25.0
55716,Argentina,85,10.0
55717,US,85,22.0
55718,Italy,85,18.0
55719,Argentina,85,15.0
55720,Italy,85,
55721,Italy,85,27.0
55722,US,85,24.0
55723,US,85,36.0
55724,US,85,35.0
55725,Portugal,85,18.0
55726,US,85,36.0
55727,France,85,17.0
55728,France,85,12.0
55729,US,85,38.0
55730,US,85,13.0
55731,Italy,85,
55732,Italy,85,
55733,US,85,40.0
55734,Italy,85,
55735,Italy,85,
55736,US,85,70.0
55737,US,85,37.0
55738,US,85,13.0
55739,Chile,85,12.0
55740,Italy,91,75.0
55741,US,91,20.0
55742,Italy,91,
55743,France,91,100.0
55744,Italy,91,102.0
55745,Italy,91,
55746,France,91,75.0
55747,Italy,91,50.0
55748,Italy,91,75.0
55749,Chile,91,30.0
55750,US,91,22.0
55751,Italy,91,
55752,Italy,91,39.0
55753,Italy,91,56.0
55754,US,91,30.0
55755,US,91,13.0
55756,Italy,91,
55757,Italy,91,
55758,Italy,91,55.0
55759,Italy,91,
55760,Italy,91,
55761,France,91,69.0
55762,US,91,28.0
55763,US,91,15.0
55764,France,91,80.0
55765,Italy,91,
55766,Italy,91,
55767,Italy,91,65.0
55768,US,91,75.0
55769,Italy,91,50.0
55770,Chile,83,15.0
55771,Chile,83,9.0
55772,US,83,22.0
55773,US,83,50.0
55774,Chile,83,8.0
55775,Chile,83,12.0
55776,US,83,10.0
55777,Italy,83,19.0
55778,US,83,19.0
55779,US,83,20.0
55780,US,83,12.0
55781,Chile,83,13.0
55782,US,83,14.0
55783,US,82,17.0
55784,US,82,35.0
55785,US,82,11.0
55786,Chile,82,10.0
55787,Chile,82,8.0
55788,US,82,14.0
55789,US,82,15.0
55790,Chile,82,20.0
55791,US,82,17.0
55792,Chile,82,10.0
55793,Chile,82,8.0
55794,US,82,13.0
55795,US,82,19.0
55796,US,82,12.0
55797,US,82,10.0
55798,US,82,14.0
55799,US,82,50.0
55800,France,92,
55801,France,92,
55802,France,92,
55803,France,92,
55804,France,92,
55805,France,92,100.0
55806,France,92,
55807,France,92,
55808,France,92,
55809,France,92,
55810,France,92,
55811,France,91,
55812,France,91,
55813,France,91,
55814,France,91,
55815,France,91,
55816,France,91,
55817,France,91,
55818,France,91,
55819,France,91,
55820,France,91,
55821,France,91,
55822,France,91,
55823,France,91,
55824,France,91,
55825,France,91,
55826,France,91,
55827,France,91,
55828,France,91,
55829,France,91,
55830,France,93,35.0
55831,Chile,93,41.0
55832,US,93,56.0
55833,US,93,100.0
55834,US,93,135.0
55835,US,93,45.0
55836,US,93,40.0
55837,US,93,45.0
55838,US,93,100.0
55839,France,93,21.0
55840,US,93,140.0
55841,US,93,40.0
55842,US,93,60.0
55843,US,93,60.0
55844,US,93,35.0
55845,France,93,
55846,France,93,32.0
55847,US,93,60.0
55848,US,93,36.0
55849,US,93,78.0
55850,US,93,60.0
55851,US,93,40.0
55852,US,93,45.0
55853,US,93,100.0
55854,US,93,24.0
55855,Australia,93,94.0
55856,France,93,86.0
55857,US,93,56.0
55858,US,93,55.0
55859,France,92,
55860,France,89,
55861,US,89,36.0
55862,Italy,89,27.0
55863,France,89,57.0
55864,US,89,24.0
55865,Italy,89,
55866,Italy,89,30.0
55867,Italy,89,
55868,Chile,89,70.0
55869,France,89,
55870,France,89,30.0
55871,France,89,35.0
55872,US,89,28.0
55873,Austria,89,29.0
55874,Australia,89,40.0
55875,Italy,89,
55876,Italy,89,
55877,US,89,29.0
55878,France,89,80.0
55879,Chile,89,30.0
55880,Italy,89,
55881,Italy,89,
55882,Italy,89,
55883,Italy,89,
55884,Chile,89,30.0
55885,Italy,89,30.0
55886,Italy,89,25.0
55887,Italy,89,30.0
55888,Italy,89,30.0
55889,US,89,33.0
55890,US,89,42.0
55891,Argentina,89,35.0
55892,New Zealand,89,27.0
55893,US,89,50.0
55894,Italy,89,20.0
55895,US,89,22.0
55896,France,89,
55897,US,89,20.0
55898,US,89,17.0
55899,US,89,17.0
55900,Spain,89,19.0
55901,Serbia,89,42.0
55902,Spain,89,18.0
55903,Croatia,89,21.0
55904,New Zealand,89,15.0
55905,US,89,15.0
55906,US,89,15.0
55907,France,89,
55908,France,89,
55909,US,89,32.0
55910,US,89,35.0
55911,US,89,15.0
55912,France,89,20.0
55913,Italy,89,30.0
55914,New Zealand,89,18.0
55915,US,89,40.0
55916,US,89,15.0
55917,Bulgaria,89,14.0
55918,France,89,25.0
55919,France,89,25.0
55920,US,88,19.0
55921,US,88,35.0
55922,US,88,21.0
55923,South Africa,88,20.0
55924,South Africa,88,14.0
55925,Germany,88,16.0
55926,Italy,88,26.0
55927,France,88,25.0
55928,Germany,88,23.0
55929,Germany,88,20.0
55930,US,88,60.0
55931,Italy,88,
55932,US,88,34.0
55933,US,88,22.0
55934,Italy,88,
55935,Italy,88,
55936,Italy,88,
55937,Germany,88,21.0
55938,US,88,36.0
55939,Austria,88,25.0
55940,Germany,88,32.0
55941,Greece,88,22.0
55942,Italy,88,26.0
55943,Italy,88,20.0
55944,Italy,88,24.0
55945,Italy,88,21.0
55946,France,88,
55947,France,88,13.0
55948,Germany,88,10.0
55949,South Africa,88,15.0
55950,Italy,86,14.0
55951,Spain,86,15.0
55952,US,86,22.0
55953,Spain,86,15.0
55954,Italy,86,11.0
55955,France,86,11.0
55956,Italy,86,
55957,US,86,19.0
55958,France,86,12.0
55959,Spain,86,10.0
55960,France,86,15.0
55961,France,86,15.0
55962,Austria,86,17.0
55963,Spain,86,10.0
55964,Spain,86,12.0
55965,France,86,
55966,US,86,60.0
55967,US,86,45.0
55968,Australia,86,30.0
55969,Spain,86,30.0
55970,US,86,42.0
55971,Austria,86,
55972,US,86,24.0
55973,Spain,86,13.0
55974,Spain,86,12.0
55975,US,86,19.0
55976,US,86,65.0
55977,US,85,29.0
55978,Spain,85,11.0
55979,US,85,36.0
55980,Germany,89,42.0
55981,US,89,40.0
55982,Australia,89,15.0
55983,Greece,89,30.0
55984,Italy,89,19.0
55985,South Africa,89,16.0
55986,Australia,89,15.0
55987,US,89,48.0
55988,Spain,89,28.0
55989,Germany,89,44.0
55990,Spain,89,17.0
55991,Portugal,89,
55992,Australia,89,22.0
55993,US,89,42.0
55994,US,89,33.0
55995,US,89,16.0
55996,Portugal,89,53.0
55997,Portugal,89,20.0
55998,Portugal,89,28.0
55999,Portugal,89,
56000,Italy,89,
56001,Italy,89,
56002,US,89,95.0
56003,France,89,
56004,Spain,89,69.0
56005,Spain,89,23.0
56006,South Africa,89,11.0
56007,Spain,89,16.0
56008,Australia,89,65.0
56009,US,89,42.0
56010,Italy,91,52.0
56011,Austria,91,42.0
56012,US,91,20.0
56013,US,91,42.0
56014,Italy,91,90.0
56015,Italy,91,
56016,Italy,91,
56017,Italy,91,
56018,Italy,91,
56019,US,91,55.0
56020,Italy,91,54.0
56021,Italy,91,73.0
56022,Italy,91,
56023,US,91,36.0
56024,Italy,91,100.0
56025,US,91,55.0
56026,Austria,91,24.0
56027,US,91,17.0
56028,Italy,90,163.0
56029,Italy,90,75.0
56030,Chile,90,21.0
56031,US,90,75.0
56032,Italy,90,
56033,US,90,50.0
56034,Austria,90,28.0
56035,Italy,90,
56036,Italy,90,
56037,US,90,45.0
56038,Italy,90,45.0
56039,US,90,18.0
56040,US,92,50.0
56041,US,92,20.0
56042,US,92,38.0
56043,Chile,92,71.0
56044,US,92,75.0
56045,US,92,20.0
56046,US,92,42.0
56047,US,92,40.0
56048,Italy,92,40.0
56049,US,92,42.0
56050,Chile,92,100.0
56051,US,92,32.0
56052,US,92,46.0
56053,Italy,92,60.0
56054,US,92,48.0
56055,US,92,40.0
56056,Chile,92,80.0
56057,Italy,92,75.0
56058,US,92,35.0
56059,US,92,32.0
56060,US,92,85.0
56061,France,92,22.0
56062,US,92,45.0
56063,Australia,92,35.0
56064,US,92,48.0
56065,US,92,42.0
56066,US,92,45.0
56067,US,92,65.0
56068,US,92,44.0
56069,US,92,45.0
56070,France,91,
56071,France,91,
56072,France,91,
56073,France,91,
56074,France,91,
56075,France,91,
56076,France,91,
56077,France,91,
56078,France,91,
56079,France,91,
56080,France,91,
56081,France,91,
56082,France,91,60.0
56083,France,91,
56084,France,91,
56085,France,91,
56086,France,91,
56087,France,91,
56088,France,91,
56089,France,91,
56090,France,91,
56091,France,91,
56092,France,90,
56093,France,90,
56094,France,90,
56095,France,90,
56096,France,90,
56097,France,90,
56098,France,90,
56099,France,90,
56100,Chile,89,26.0
56101,Italy,89,30.0
56102,New Zealand,89,17.0
56103,US,89,28.0
56104,US,89,50.0
56105,Italy,89,30.0
56106,New Zealand,89,23.0
56107,US,89,28.0
56108,France,89,80.0
56109,Italy,89,38.0
56110,Chile,89,32.0
56111,Italy,89,
56112,US,89,27.0
56113,Italy,89,20.0
56114,France,89,47.0
56115,US,89,25.0
56116,US,89,24.0
56117,Italy,89,18.0
56118,US,89,36.0
56119,Chile,89,27.0
56120,Italy,89,75.0
56121,Italy,89,
56122,France,89,71.0
56123,Austria,89,22.0
56124,Italy,89,21.0
56125,Chile,89,14.0
56126,Austria,89,22.0
56127,US,89,34.0
56128,New Zealand,89,13.0
56129,France,89,
56130,Italy,89,16.0
56131,Croatia,89,45.0
56132,Spain,89,19.0
56133,Spain,89,46.0
56134,Italy,89,15.0
56135,US,89,34.0
56136,Italy,89,21.0
56137,US,89,59.0
56138,US,89,16.0
56139,US,89,20.0
56140,US,89,25.0
56141,Italy,89,20.0
56142,Argentina,89,38.0
56143,US,89,38.0
56144,Italy,89,
56145,US,89,90.0
56146,US,89,20.0
56147,South Africa,89,18.0
56148,Spain,89,
56149,New Zealand,89,25.0
56150,Argentina,89,20.0
56151,Spain,89,19.0
56152,Italy,89,28.0
56153,US,89,22.0
56154,France,89,19.0
56155,US,89,20.0
56156,US,89,35.0
56157,France,89,15.0
56158,Turkey,89,33.0
56159,US,89,28.0
56160,US,88,22.0
56161,Greece,88,19.0
56162,France,88,12.0
56163,US,88,40.0
56164,US,88,18.0
56165,Germany,88,10.0
56166,Greece,88,
56167,Austria,88,
56168,US,88,28.0
56169,US,88,36.0
56170,Argentina,88,12.0
56171,Germany,88,62.0
56172,US,88,45.0
56173,Italy,88,30.0
56174,Argentina,88,60.0
56175,Argentina,88,11.0
56176,US,88,24.0
56177,Italy,88,30.0
56178,US,88,20.0
56179,France,88,
56180,US,88,28.0
56181,France,88,15.0
56182,France,88,15.0
56183,US,88,20.0
56184,Argentina,88,32.0
56185,US,88,20.0
56186,US,88,30.0
56187,France,88,15.0
56188,Greece,88,16.0
56189,France,88,
56190,US,89,40.0
56191,Germany,89,54.0
56192,US,89,25.0
56193,US,89,47.0
56194,US,89,20.0
56195,South Africa,89,22.0
56196,US,89,55.0
56197,Portugal,89,
56198,Spain,89,39.0
56199,Spain,89,28.0
56200,US,89,45.0
56201,US,89,60.0
56202,US,89,42.0
56203,US,89,23.0
56204,Portugal,89,
56205,Spain,89,36.0
56206,South Africa,89,14.0
56207,Spain,89,15.0
56208,France,89,20.0
56209,Spain,89,35.0
56210,Spain,89,45.0
56211,South Africa,89,18.0
56212,US,89,38.0
56213,Italy,89,39.0
56214,France,89,30.0
56215,Greece,89,14.0
56216,Germany,89,55.0
56217,South Africa,89,16.0
56218,Spain,89,125.0
56219,US,89,42.0
56220,Moldova,82,16.0
56221,Australia,82,14.0
56222,Georgia,82,15.0
56223,Australia,82,9.0
56224,Chile,82,12.0
56225,Australia,82,9.0
56226,Chile,82,13.0
56227,US,82,12.0
56228,Chile,82,13.0
56229,US,82,12.0
56230,Greece,82,15.0
56231,US,82,12.0
56232,US,82,14.0
56233,Germany,82,12.0
56234,US,82,12.0
56235,US,82,12.0
56236,US,82,12.0
56237,US,82,12.0
56238,US,82,10.0
56239,Australia,82,7.0
56240,US,82,14.0
56241,Australia,82,5.0
56242,Chile,82,13.0
56243,Greece,82,12.0
56244,US,82,8.0
56245,Germany,82,12.0
56246,US,82,8.0
56247,Germany,82,8.0
56248,US,82,15.0
56249,Australia,82,10.0
56250,US,84,20.0
56251,US,84,16.0
56252,Spain,84,14.0
56253,US,84,18.0
56254,Spain,84,24.0
56255,US,84,40.0
56256,Italy,84,12.0
56257,France,84,
56258,Italy,84,18.0
56259,US,84,19.0
56260,US,84,25.0
56261,US,84,20.0
56262,US,84,22.0
56263,US,84,26.0
56264,Australia,84,60.0
56265,US,84,13.0
56266,Spain,84,10.0
56267,Spain,84,13.0
56268,Italy,84,11.0
56269,US,84,15.0
56270,US,84,13.0
56271,US,84,34.0
56272,Spain,83,10.0
56273,Italy,83,24.0
56274,Spain,83,19.0
56275,US,83,16.0
56276,US,83,28.0
56277,US,83,13.0
56278,Spain,83,13.0
56279,Spain,83,10.0
56280,US,88,20.0
56281,Spain,88,8.0
56282,US,88,38.0
56283,Italy,88,30.0
56284,Italy,88,20.0
56285,Italy,88,25.0
56286,Italy,88,30.0
56287,US,88,15.0
56288,Spain,88,130.0
