PII,country,designation
90295,Portugal,Late Bottled Vintage
90296,US,Dineen Vineyard
90297,US,Dierberg
90298,Australia,Top of the Hill
90299,US,Rapley Trail Vineyard Block B Estate
90300,US,Four Mile Creek
90301,Spain,Reserva
90302,Australia,Bin 138 Grenache - Mourvèdre - Shiraz
90303,US,Altitude 2401 Fair Play Farms
90304,Italy,
90305,US,Rava Blackjack Vineyard
90306,US,
90307,US,Old Vine
90308,Spain,Atteca Old Vines
90309,Uruguay,Identity
90310,US,Dry
90311,France,
90312,Italy,Sassello
90313,US,
90314,US,
90315,Italy,
90316,France,Kaefferkopf Vielles Vignes Grand Cru
90317,Italy,
90318,US,
90319,US,Dry
90320,US,
90321,US,Mast Vineyard
90322,US,Olson Estate Vineyard
90323,US,
90324,US,
90325,US,
90326,Italy,
90327,US,
90328,US,
90329,France,
90330,Italy,Dragone
90331,US,
90332,Italy,Prunar
90333,France,Cuvée Saint-Jacques
90334,US,
90335,Spain,Tinto Figuero 12 Crianza
90336,US,Lawrence Vineyards
90337,US,Conjugation
90338,US,Tawny Port
90339,Spain,Single Vineyard
90340,US,Estate Bottled
90341,US,
90342,US,Hobbit Hollow Vineyard
90343,Austria,Falkensteiner Tradition
90344,France,Grande Cuvée
90345,France,Tradition Rosé Brut
90346,France,Gentil de Katz
90347,France,Rosenberg
90348,Italy,Le Redini
90349,Italy,Soffumbergo
90350,US,Regan Vineyards Reserve
90351,US,Canterbury Vineyard
90352,France,
90353,France,Sélection
90354,France,
90355,US,Whole Cluster
90356,US,Alder Ridge Vineyard  Rosé
90357,France,Les Petits Grains
90358,Spain,Brut Reserva Made with Organic Grapes
90359,Spain,FA 206 Vinyes de Coster
90360,Spain,Brut
90361,US,Best In Show
90362,US,
90363,Spain,Brut Nature
90364,US,
90365,France,Rosé Brut
90366,Spain,Rosado
90367,US,
90368,Spain,Cordon Rosado Brut
90369,Spain,Rose Brut
90370,Spain,Viña Real Gran Reserva
90371,US,Estate
90372,Spain,Brut Rosé
90373,Spain,Riscal 1860
90374,US,SVR Reserve Red Wine
90375,Portugal,10 Years Old Tawny
90376,Portugal,Fine White
90377,US,Sonoma Stage Vineyard
90378,France,Brut Réserve
90379,US,
90380,US,Del Lago
90381,Greece,
90382,Italy,Ra'is
90383,US,
90384,South Africa,The Old Cellar
90385,US,Las Amigas Vineyard
90386,Australia,Golden Mist Botrytis
90387,US,Reserve
90388,US,
90389,US,
90390,US,Estate Vineyards
90391,US,Lot 100
90392,Italy,Corte Antica
90393,France,Les Blanchots Dessous
90394,US,Dijon Clones
90395,Italy,La Cengia
90396,Italy,Le Quare
90397,Austria,Kremser Wachtberg
90398,US,Home Ranch
90399,US,
90400,Italy,Acinatico
90401,US,
90402,Spain,Pago Garduña
90403,Austria,Scheiben
90404,Australia,The Shearer
90405,France,Les Grèves Premier Cru
90406,France,Vaillons Premier Cru
90407,France,Vieilles Vignes
90408,France,Les Vergelesses Premier Cru
90409,US,
90410,France,Beauroy Premier Cru
90411,France,
90412,France,Clos du Prieuré Monopole
90413,Italy,Mara
90414,US,Cherry Grove Vineyard
90415,Italy,Montecorna
90416,Italy,Semonte Alto
90417,Italy,Campo San Vito
90418,Italy,Capitel San Rocco
90419,France,Les Baudes Premier Cru
90420,US,
90421,France,
90422,Spain,Diego de Almagro
90423,US,Jeunette Rouge
90424,US,Michael's Vineyard
90425,US,Blend GHK
90426,US,Pink
90427,Spain,Crianza
90428,Argentina,
90429,France,
90430,Spain,Castell de Raimat
90431,US,Reserve
90432,Spain,BT Tintorera
90433,Spain,
90434,Spain,
90435,Argentina,Estate Collection
90436,Argentina,
90437,Spain,Jaloco Rosado
90438,US,IX Estate
90439,US,Elevation 1147 Estate
90440,US,Estate Vineyard
90441,Spain,Casta Diva Fondillón Sweet
90442,US,
90443,US,
90444,US,Monitor Ledge Vineyard
90445,US,Ames Vineyard
90446,US,La Presa One South
90447,US,
90448,US,Patzimaro Vineyard
90449,US,Pastorale Vineyard
90450,US,
90451,Portugal,Q do E Encontro
90452,US,
90453,Spain,Faustino VII
90454,US,Juliet
90455,Portugal,Pilheiros Branco
90456,US,
90457,Spain,
90458,US,
90459,US,
90460,US,
90461,Spain,Miros Alba de Miros
90462,Portugal,Cortello
90463,US,Metamorphosis
90464,US,No 1
90465,US,Director's Cut
90466,US,
90467,US,
90468,US,Night Watch Late Harvest Wine
90469,US,
90470,Spain,Crianza
90471,Canada,Ice Wine
90472,France,Reserve
90473,Spain,Crianza
90474,US,Zinfandel
90475,US,
90476,US,Blue Chip Blend
90477,Spain,Negre
90478,Spain,Sangre de Toro
90479,US,Geyserville Estate
90480,Chile,Reserva
90481,Austria,
90482,US,Landslide Vineyard
90483,Italy,Sudisfà Riserva
90484,US,
90485,Chile,
90486,Italy,Montestefano
90487,Austria,
90488,US,GBR
90489,Italy,Vallegrande
90490,Italy,
90491,Italy,Bricco Riserva
90492,US,
90493,US,
90494,Italy,Colarej
90495,Italy,Morassino
90496,Italy,Laccento
90497,US,Reserve
90498,Austria,Diermannsee
90499,Italy,
90500,US,Blanc de Blancs
90501,US,
90502,France,Rosé Brut
90503,US,
90504,US,Presshouse
90505,Italy,Braja Riserva
90506,Chile,Special Selection
90507,US,Murray
90508,US,
90509,US,
90510,US,Spinning White
90511,US,Red Rex
90512,France,Altenberg de Bergheim Grand Cru Grande Reserve
90513,Chile,Casillero del Diablo Reserve
90514,Italy,Froi
90515,Argentina,Reserve
90516,Austria,Heideboden
90517,Austria,Sauvignon Blanc
90518,Chile,Clava
90519,France,Bourgogne Chardonnay
90520,US,ZCS
90521,Chile,Amplus One
90522,Chile,Medalla Real Special Reserve
90523,Italy,Libaio
90524,US,Blair Vineyard
90525,US,Block 21
90526,Austria,Ried Sandgrube
90527,Chile,Los Vascos
90528,Italy,Rosamara
90529,Argentina,
90530,Italy,Rosato
90531,US,
90532,Chile,San Lorenzo Estate
90533,Argentina,Reserva
90534,Chile,Casillero del Diablo Reserve
90535,Chile,Reserva
90536,US,
90537,US,Reserve
90538,US,Lot 161
90539,US,Barrouge
90540,Argentina,
90541,US,
90542,Italy,
90543,France,Vieilles Vignes
90544,Argentina,
90545,France,Les Vieilles Vignes
90546,Argentina,
90547,Hungary,Aszú 4 Puttonyos - 500 ml
90548,Italy,
90549,Australia,The Freckle
90550,US,
90551,US,
90552,US,
90553,Italy,
90554,US,
90555,US,Reserve
90556,Italy,Famiglia Cielo
90557,US,Presqu'ile Vineyard
90558,Italy,Sant'Anna
90559,Argentina,
90560,US,
90561,Argentina,Trumpeter
90562,Croatia,Nevina
90563,Italy,
90564,US,
90565,Bosnia and Herzegovina,Vranac
90566,US,Estate
90567,US,Twisted Sisters
90568,France,Celebration
90569,US,Grand Estates
90570,US,
90571,Italy,
90572,US,Windrow Vineyard
90573,Australia,Tappa Pass Vineyard Selection
90574,US,Headwaters
90575,Italy,Olmaia
90576,Italy,50 & 50
90577,US,Winemaker's Block Selection
90578,Australia,Green's Vineyard
90579,US,Auction Block
90580,US,
90581,Australia,Moorooroo Limited Release
90582,US,
90583,Australia,Liandra
90584,Austria,Rosenberg
90585,Australia,Lunar Block
90586,Austria,Terra O.
90587,Italy,
90588,Italy,Dròmos
90589,US,Unfiltered
90590,US,State Lane Ranch
90591,US,Anniversary Cuvée
90592,US,by Montes
90593,US,Windy Hill Vineyard Estate
90594,Italy,Perlato del Bosco
90595,Italy,Balifico
90596,US,The Estates Late Harvest
90597,Chile,House of Morandé
90598,US,Klipsun Vineyard S White
90599,Portugal,Colheita
90600,US,
90601,France,
90602,Austria,Terrassen Federspiel
90603,Italy,
90604,US,Velida Estate
90605,US,
90606,US,
90607,France,
90608,Spain,Envite Crianza
90609,US,
90610,US,Mother Vine Reserve
90611,US,La Colina Vineyard
90612,Spain,
90613,Italy,
90614,Italy,Val di Suga
90615,US,Sonatera Vineyard
90616,US,Bootleg Limited Release
90617,US,
90618,US,Tavola
90619,Australia,Darby & Joan
90620,US,
90621,Spain,
90622,US,Equinox Red Blend
90623,France,Clos Mireille Blanc de Blancs
90624,US,
90625,US,Vineyard Montage
90626,Spain,Ètim Old Vines
90627,US,Allomi Vineyard
90628,Italy,
90629,Spain,
90630,Austria,
90631,Italy,
90632,US,Blanc de Noirs
90633,US,Larner Vineyard Cuvée Loco
90634,US,Stella Maris Red
90635,US,Horseshoe Bend Vineyard
90636,Croatia,Dry White
90637,Italy,Vigna Santella del Gröm
90638,US,Mirabelle Brut
90639,US,Sangiacomo Vineyards
90640,US,Thérèse Vineyards
90641,France,Clos Schwendi
90642,Austria,Kamptaler Terrassen
90643,Slovenia,Burja Bela
90644,US,Unfined and Unfiltered
90645,US,
90646,France,Bollenberg
90647,Spain,Aldonza Navamarín
90648,Italy,Rifall
90649,US,Monarch Mine Vineyard
90650,Italy,Vertigo
90651,US,
90652,France,Clos des Garands
90653,France,
90654,Spain,Viñas Viejas
90655,US,
90656,Spain,La Vendimia
90657,Italy,L'Artista
90658,US,S.L.V.
90659,US,Elerding Vineyard
90660,Spain,Flor del Montgó Old Vines
90661,Spain,
90662,US,Floodgate Vineyard Old Vines
90663,Spain,Carta Nevada Semi Dry
90664,US,
90665,US,
90666,Greece,Amethystos
90667,US,
90668,US,
90669,US,Dulcet Reserve
90670,US,Nielson Vineyard
90671,Spain,Viña Berceo Crianza
90672,Spain,
90673,US,Rita's Earth Cuvée
90674,France,Brut Rosé
90675,US,
90676,Spain,
90677,US,
90678,US,Boschetti Vineyard
90679,US,Griva Vineyard Late Harvest
90680,US,
90681,US,Reserva
90682,Cyprus,
90683,US,
90684,US,
90685,Greece,Agiorgitiko (St. George)
90686,US,
90687,US,
90688,Italy,Vigneto del Gaso
90689,US,Fairbairn Ranch
90690,US,
90691,US,Estate
90692,Australia,The Gaffer
90693,US,
90694,France,Les Vignots
90695,France,Le Limozin
90696,France,Les Vignots
90697,US,Gr8ass
90698,France,La Mission Premier Cru
90699,Italy,Campi Magri
90700,France,
90701,France,
90702,France,Clos de la Maréchale Premier Cru
90703,France,
90704,US,
90705,Austria,Rohrendorfer Gebling
90706,Germany,Zeltinger Himmelreich Spätlese
90707,US,
90708,France,Premier Cru
90709,US,Tepesquet Vineyard
90710,Spain,
90711,Italy,Torre del Falasco
90712,France,La Bataillère aux Vergelesses Premier Cru
90713,France,
90714,US,Celilo Vineyard
90715,Germany,Estate
90716,Germany,Piesporter Goldtröpfchen Kabinett
90717,US,Cerise Vineyard
90718,US,Lee Vineyard
90719,Australia,Book Ends
90720,US,Agira Vineyard
90721,US,Three Palms Vineyard
90722,US,Gap's Crown Vineyard
90723,US,Sori Bricco Vineyard
90724,US,Spaulding Vineyard
90725,US,The Corners
90726,US,
90727,US,La Rinconada
90728,Italy,25 Anni
90729,US,Cristina Don Miguel Vineyard
90730,Argentina,Finca Jorge Miralles Single Vineyard
90731,US,
90732,Italy,25 Anni
90733,US,Black Diamonds
90734,US,Wolff Vineyard
90735,US,Pritchard Hill
90736,US,
90737,US,Tre Vigneti
90738,US,Rector Creek Vineyard
90739,US,Dierberg Vineyard
90740,Spain,Vendimia Seleccionada
90741,US,Firehouse Vineyard
90742,Argentina,Finca Domingo F. Sarmiento Single Vineyard
90743,US,Triangle
90744,Italy,Riserva
90745,US,Freestone Vineyards
90746,Argentina,Coleccion de Familia Brote Negro
90747,US,Vineyard 2131
90748,US,Horshehoe Bend Vineyard
90749,US,
90750,US,La Storia Cuvée 32
90751,US,Vintner's Blend #9 Red Table Wine
90752,US,
90753,Spain,
90754,US,Estate Vineyard
90755,Portugal,Chaminé
90756,US,
90757,France,Tradition
90758,Spain,
90759,Australia,
90760,Spain,Menguante
90761,US,Dry
90762,Portugal,Pilheiros
90763,Canada,Icewine
90764,US,The Prodigal Son
90765,US,
90766,Spain,
90767,Portugal,Adriano
90768,Spain,Vendimia Seleccionada
90769,US,Mariah Vineyard
90770,US,
90771,Spain,
90772,Portugal,
90773,Portugal,Chaminé
90774,US,High Serenity Ranch
90775,US,Old Vines
90776,US,Twenty-Six Barrels Mayacamas Range
90777,US,
90778,US,
90779,US,Serenity
90780,Italy,Bric Valdiana
90781,US,
90782,US,Meiomi
90783,France,Brut Rosé
90784,US,
90785,Austria,Föllikberg
90786,US,The Spinner
90787,France,Chardonnay Blanc de Blancs Brut
90788,US,Camp 4
90789,US,Angels' Peak
90790,US,Cardinals' Peak
90791,Chile,Ecos de Rulo
90792,Italy,
90793,Italy,
90794,Chile,Columbine Special Reserve
90795,Romania,
90796,Chile,Tributo Single Vineyard
90797,US,Andiron
90798,France,Brut Rosé
90799,US,
90800,US,
90801,Italy,
90802,US,Cuvee Marquis
90803,Austria,1000 Eimerberg Federspiel
90804,US,Red Winery Vineyard
90805,Italy,Rio Sordo
90806,US,
90807,US,
90808,US,
90809,US,Brut Rosé
90810,Chile,
90811,Italy,Prinè
90812,Argentina,Old Vine
90813,US,Estate Bottled
90814,Australia,
90815,Argentina,
90816,Argentina,Premium
90817,US,Tesoro
90818,Argentina,
90819,Chile,Aliwen Reserva
90820,US,Nutt Road Vineyard Sans Oak
90821,France,
90822,Chile,Los Vascos
90823,France,Château Romassan
90824,France,Domaines du Château de Riquewihr Les Sorcières
90825,Italy,Venas Rosato
90826,Chile,Don Maximiano Estate Single Vineyard
90827,Italy,Rosa del Castagno
90828,France,Réserve Spéciale
90829,Austria,
90830,France,
90831,France,La Dame Rousse
90832,Argentina,Reserve
90833,Argentina,Estate Bottled
90834,US,Reserve
90835,US,
90836,Austria,Grüner Veltliner 1 liter
90837,Chile,Reserva
90838,France,Vieilles Vignes
90839,US,Pauli Ranch
90840,US,
90841,US,Argos Hill
90842,US,Chafen Vineyards Hillside Estate
90843,US,
90844,Argentina,
90845,Spain,Tinto Lena
90846,US,Allomi
90847,US,
90848,US,
90849,Spain,
90850,Italy,
90851,Australia,Y Series Sangiovese
90852,US,Roza Hills Vineyard Reserve
90853,France,Reserve
90854,US,Turn 4
90855,US,Kinky Pink
90856,US,Vintner's Reserve
90857,US,
90858,France,Beaune Cent-Vignes Premier Cru
90859,France,Fourchaume Premier Cru
90860,US,Mosaic
90861,Italy,Il Tralcetto
90862,US,H3
90863,Spain,Sangre de Toro
90864,Australia,
90865,Australia,
90866,US,Zydeco
90867,US,
90868,Italy,Rosso Convento
90869,France,Loire Valley
90870,Portugal,Director's Choice Vintage
90871,US,Conner Lee Vineyard
90872,Australia,Brookman
90873,South Africa,Z
90874,US,Saralee's Vineyard
90875,US,Split Rock Vineyard
90876,US,
90877,Australia,Jekyll & Hyde
90878,Austria,Ried Holzspur Grande Reserve
90879,US,George's Vineyard
90880,US,Justification
90881,US,Champoux Vineyard Red Wine
90882,US,
90883,US,Vecina
90884,Austria,Reserve
90885,US,Saralee's Vineyard
90886,Italy,
90887,Austria,Weite Welt
90888,Italy,Suisassi
90889,US,Marie's View Red
90890,Austria,Biiri Reserve
90891,US,Le Bon Climat Vineyard
90892,France,L'Excellence
90893,US,
90894,Italy,Coronato
90895,Italy,Campaccio Selezione Riserva
90896,Italy,Ceppate
90897,US,Rapley Trail Vineyard Block M Estate
90898,Australia,
90899,Italy,Asinone
90900,Spain,Crianza
90901,US,
90902,US,Sofia Blanc de Blancs
90903,US,Devin Estate Grown
90904,US,The Birdman
90905,France,
90906,Spain,
90907,US,Durell Vineyard
90908,Spain,Brut
90909,US,Randle Hill Vineyard
90910,US,White4 Huerhuero
90911,US,Mélange Blanc
90912,US,Appellations Series
90913,Spain,Lealtanza Selección Especial Reserva
90914,US,Reserve
90915,Spain,Viña Alarba Old Vines
90916,US,Dry
90917,US,
90918,Italy,
90919,Spain,Crianza
90920,US,Chukar Ridge Vineyard Sangiovese
90921,US,
90922,Spain,Tinto Joven
90923,US,Franklin Vineyard
90924,Australia,Bitch
90925,US,
90926,US,
90927,US,Mesa Verde Vineyard
90928,US,
90929,Spain,Viña Zaco
90930,US,
90931,US,RTR Vineyard Semi-Dry
90932,US,Abondante
90933,Argentina,Sustainably Farmed
90934,US,Vintner's Reserve
90935,US,Blanc de Virginie
90936,Italy,Mirus
90937,Spain,Aldeya
90938,US,
90939,US,El Late Harvest
90940,Italy,
90941,US,
90942,US,Obscure Red Varietal Series Martini Family Vineyards
90943,France,Signature
90944,US,Golden Pearl
90945,France,Rosé Velours Sec
90946,Italy,Tenutarossa
90947,US,Reserve
90948,Slovenia,Petite Burja
90949,US,Cuvée du Soleil Red
90950,France,Réserve Brut
90951,US,Indian Wells
90952,Italy,
90953,Italy,Campo Novo
90954,US,Two Vines
90955,France,Im Berg
90956,Argentina,Grande Reserve
90957,US,Sonoma Signature
90958,Croatia,Gran
90959,US,Cuvée Red
90960,US,Reserve
90961,US,Nagengast Estate Vineyard
90962,US,Cupa Grandis
90963,Spain,Selección Reserva
90964,Greece,Danielis
90965,Greece,
90966,Italy,Moscato Giallo
90967,Italy,Rosa di Monte Torre
90968,Spain,Crianza
90969,Cyprus,Vamvakada
90970,Greece,Demestica Red
90971,Greece,Imperial
90972,US,Le Vol des Anges
90973,US,
90974,Portugal,Rainwater
90975,US,Reserve
90976,US,Andrew's Cuvée from the Cabernet Family
90977,US,Red Wine
90978,Spain,Conde de Valdemar
90979,Germany,Cuvée Marie-Luise Brut
90980,US,
90981,Portugal,Extra Dry White
90982,US,
90983,Greece,Methistanes
90984,US,Royal Red
90985,France,Cuvée Prestige Brut
90986,US,Purple Thread Library Reserve
90987,US,Ancestor Estate Reserve
90988,Germany,Rüdesheimer Berg Rottland Beerenauslese
90989,France,Signature Brut
90990,Germany,Butterfly Medium Dry
90991,Germany,Scharzhof
90992,Austria,Freiberg
90993,US,Estate Bottled
90994,Spain,Cune Monopole
90995,US,Reserve Series Nuthouse
90996,France,
90997,Australia,
90998,Italy,Cà Camparsi
90999,Australia,Killerman's Run
91000,Italy,
91001,France,Les Charmes Premier Cru
91002,France,Les Duresses
91003,Germany,Saarburger Rausch Kabinett
91004,Austria,Kellermeister Privat Kremser Kremsleiten
91005,Italy,Tezza
91006,France,Rabourcé Premier Cru
91007,Austria,Wachauer Weingebirge Federspiel
91008,US,Amalie's Cuvée
91009,Austria,Kamptaler Terrassen
91010,Italy,Pa' Riondo
91011,Italy,
91012,Italy,
91013,US,Estate
91014,Italy,
91015,France,Les Vergelesses Premier Cru
91016,Spain,Manga del Brujo
91017,Spain,
91018,Spain,Reserva
91019,Spain,Prima
91020,US,Sanford & Benedict Vineyard
91021,US,Moose Valley Vineyard
91022,US,Starr Ridge Vineyard
91023,Italy,Cervaro della Sala
91024,US,
91025,US,Damiana Vineyard Estate Grown
91026,US,Matthew's Block
91027,US,Fog-Eater
91028,Portugal,Quinta de Pancas Reserva
91029,France,
91030,US,Extended Elevage
91031,US,
91032,US,Post Vineyard
91033,US,Dobles Lías Don Miguel Vineyard
91034,US,Sorelle
91035,France,Gambert de Loche
91036,France,Abélard
91037,US,Morning Dew Vineyard
91038,US,Split Rail Vineyard
91039,US,Barrett Vineyard
91040,France,Clos Triguedina The New Black Wine
91041,Portugal,Reserva
91042,US,Queste
91043,US,
91044,Italy,Il Pino di Biserno
91045,US,Portola Springs Vineyard Estate Grown
91046,US,
91047,US,To Kalon Vineyard Reserve
91048,Portugal,Grande Reserva
91049,Spain,Clássic
91050,Portugal,Cortello
91051,US,
91052,US,Keyes Canyon Ranches
91053,US,
91054,US,Bitner Vineyard
91055,Spain,Chateldon Gran Reserva
91056,Portugal,Branco
91057,Portugal,Vallado
91058,Spain,Selección Reserva
91059,Israel,Kosher
91060,US,
91061,US,Icewine
91062,US,Eight Barrels
91063,Spain,
91064,US,
91065,Israel,Kosher
91066,US,
91067,France,Les Princes Abbés
91068,US,
91069,US,Solar Flare
91070,Spain,Minimum
91071,Portugal,
91072,US,Woodriver Vineyards
91073,Spain,Malena
91074,US,Mo Jo Twenty-Three Barrels
91075,US,Vintners Reserve
91076,France,Cuvée Marie
91077,Portugal,
91078,US,Mancini Ranch
91079,US,
91080,Italy,Black Label
91081,US,
91082,US,Dionysus
91083,Romania,Reserve
91084,US,
91085,Chile,Cefiro Reseva
91086,Austria,Altenberg
91087,US,
91088,US,
91089,Italy,
91090,US,
91091,Chile,Alpha
91092,Italy,Printi Riserva
91093,Italy,
91094,Italy,Aleramico
91095,Italy,Usignolo
91096,Italy,Montespinato
91097,Italy,
91098,US,
91099,Chile,Reserva Superior
91100,US,Blanc de Noirs
91101,Italy,Riserva
91102,US,
91103,US,Magnolia Lane
91104,Italy,Cascina Pioiero
91105,US,
91106,US,
91107,Italy,Saula
91108,Chile,Aliwen Reserva
91109,US,
91110,Italy,Tribiana
91111,Austria,
91112,Italy,Pietrabianca
91113,Argentina,Serie Terra Roble
91114,US,Wild Oak
91115,Chile,Gran Reserva de Los Andes
91116,Chile,Reserva
91117,US,
91118,France,Les Valozières Premier Cru
91119,France,Les Charmes
91120,US,Merican
91121,Argentina,Reserve
91122,France,
91123,Austria,Ried Greiner
91124,France,
91125,Italy,Lacrimarosa Rosé
91126,New Zealand,Aspire
91127,New Zealand,Riverpoint Vineyard
91128,Chile,
91129,Chile,Estate
91130,New Zealand,Unoaked
91131,Chile,Hacienda Araucano Humo Blanco
91132,France,Barrel Selection
91133,US,
91134,Italy,Massaro Rosa
91135,Australia,Aradia
91136,France,
91137,Austria,Rötenpullen
91138,Chile,
91139,US,
91140,Argentina,Portillo Estate Bottled
91141,Australia,Lady of the Lake Single Site
91142,Italy,Moncalvina
91143,France,Jovly
91144,Italy,Il Tralcetto
91145,France,Celebration
91146,US,
91147,Spain,Crianza
91148,Argentina,Torcidas
91149,Australia,
91150,Spain,Ad Libitum
91151,US,
91152,US,Signature Selection El Camino Vineyard
91153,Spain,Rojo Granrojo
91154,France,Reserve
91155,France,Réserve St. Martin
91156,Croatia,Dubrovnik
91157,US,Jack London Vineyard
91158,France,
91159,France,Loire Valley Demi-Sec
91160,Argentina,
91161,France,Le Dog de Roselyne
91162,Spain,Mediterranean Red
91163,US,
91164,France,
91165,France,
91166,Australia,Nine Vines Grenache-Shiraz
91167,US,Crazy Creek Vineyard
91168,Spain,Canta Perdices
91169,Georgia,Classic Brut
91170,US,Garys' Vineyard
91171,Australia,Four Vineyards Gods Hill Road Lyndoch
91172,Australia,The Footbolt
91173,Australia,Hickinbotham
91174,US,
91175,South Africa,Liber II
91176,US,
91177,Italy,Gagliole
91178,US,
91179,US,Frediani Vineyard
91180,US,Coalescence Red Wine
91181,US,Les Collines
91182,Australia,Hand Picked Single Site Hahn Farm Vineyard Light Pass
91183,US,Manzana Vineyard
91184,France,L'Ame du Domaine
91185,France,Emotion Sec
91186,Chile,Alazan
91187,US,Ciel du Cheval Vineyard
91188,Italy,Riserva
91189,Chile,Cima
91190,Portugal,Late Bottled Vintage
91191,US,
91192,Portugal,Late Bottled Vintage
91193,Portugal,Late Bottled Vintage
91194,US,Katherine Corkrum
91195,US,Blanc des Coteaux
91196,France,Cuvée Dame Honneur
91197,France,Conti-ne
91198,France,Renaissance
91199,Portugal,Late Bottled Vintage
91200,US,Appellations Series
91201,US,DeMayo Vineyard
91202,US,
91203,US,
91204,France,
91205,US,Dry
91206,US,Estate Grown
91207,France,Burg
91208,US,
91209,France,Grand Cru Schoenenbourg
91210,Spain,Pazo Barrantes
91211,Australia,Strong Arms
91212,US,
91213,France,
91214,US,Summit
91215,France,Cru Classé
91216,US,Dry
91217,Spain,Crianza
91218,US,Piccolo Cru
91219,US,
91220,France,Baron de Hoen
91221,US,Estate
91222,US,Conservancy
91223,US,Reserve
91224,France,Clos Mireille Blanc de Blancs
91225,US,
91226,US,Vintage Debut
91227,US,Fathom
91228,Italy,Saporoia
91229,Spain,Monte Oton
91230,Portugal,Extra Dry White
91231,US,
91232,France,Brut Blanc de Blancs
91233,Cyprus,Agios Onoufrios
91234,US,
91235,US,
91236,US,Brandlin Vineyard
91237,France,Rosé
91238,Portugal,Tawny
91239,US,
91240,US,
91241,US,Reserve
91242,US,Money Road Ranch
91243,France,Premium Millésimé Rosé Brut
91244,US,Riverview Vineyard
91245,US,Mitsuko's Vineyard
91246,US,
91247,US,
91248,Portugal,White
91249,US,Passage
91250,US,Estate
91251,Germany,Hattenheimer Wisselbrunnen Beerenauslese
91252,South Africa,Oak Lane
91253,France,Saint-Meyland Brut Rosé
91254,US,French Connection
91255,France,Brut
91256,US,Primi
91257,Spain,
91258,US,
91259,Portugal,Ruby
91260,US,
91261,Italy,
91262,France,
91263,US,Ami's Vineyard
91264,Spain,Viña Pomal Crianza
91265,Spain,Glorioso Gran Reserva
91266,France,Domaine Javernière
91267,Austria,
91268,France,Tradition
91269,France,Brut Premier Cru Premium Rosé
91270,US,Meritage Unfiltered Merlot-Petit Verdot-Cabernet Franc-Malbec
91271,Austria,Auslese
91272,US,
91273,US,
91274,Slovenia,Izbrani
91275,US,Rouge de Noirs
91276,Spain,Roble
91277,France,Réserve
91278,US,Estate
91279,US,Camp 4 Vineyard
91280,US,
91281,US,Lola Ghielmetti Vineyard
91282,US,
91283,France,
91284,France,Steinklotz Grand Cru
91285,France,
91286,France,Réserve
91287,US,Luxe
91288,US,Brut
91289,France,Les Princes Abbés
91290,Italy,
91291,Austria,Hohenberg
91292,Austria,Himmelreich
91293,Australia,
91294,France,La Futaille
91295,Italy,Acinatico
91296,Australia,Bakers Gully & Vignerons
91297,US,Broken Stones
91298,Italy,
91299,Austria,Edition Chremisa Sandgrube 13
91300,Germany,Kavalier Kabinett Trocken
91301,France,Château Labouré-Roi Clos des Bouches Chères Premier Cru
91302,France,La Grande Roche Premier Cru
91303,Italy,Torre del Falasco
91304,France,Le Clos
91305,France,Tête de Cru
91306,France,
91307,Italy,Capitel San Rocco
91308,US,Estate
91309,Austria,Ried Steinriegl Federspiel
91310,France,Santenots Premier Cru
91311,Australia,Graveyard Vineyard
91312,US,Rae's Vineyard
91313,France,Clos Rochette
91314,France,Ile des Vergelesses Premier Cru
91315,US,GBR
91316,US,
91317,Germany,Erdener Treppchen Kabinett
91318,Italy,
91319,Italy,
91320,Portugal,Quinta da Fronteira Grande Escolha
91321,Argentina,Reserva
91322,Italy,Collepiano
91323,US,Babcock Vineyard
91324,US,La Brisa
91325,Argentina,Finca Suarez Lastra Single Vineyard
91326,Spain,Expresión
91327,France,Domaine Grand Veneur Les Origines
91328,France,La Louvée
91329,US,Cuvée Kristin Estate Blend Red Wine
91330,France,Les Barcillants
91331,US,Rosella's Vineyard
91332,US,The Discussion Estate Grown
91333,Portugal,Reserva Old Vines
91334,France,Château d'Ampuis
91335,Italy,
91336,Portugal,Quinta do Cardo Grande Escolha
91337,US,Red Shoulder Ranch
91338,Italy,Riserva
91339,Portugal,Vinhas Velhas de Santa Maria
91340,US,
91341,France,La Pièce
91342,Portugal,Herdade da Farizoa Grand Escolha
91343,Portugal,Quinta da Fronteira Reserva
91344,Portugal,Quinta da Fronteira Selecção do Enólogo
91345,US,Dean Block
91346,US,Keefer Ranch
91347,US,Reed
91348,US,Limited Selection
91349,France,
91350,Italy,Pinot Rosé
91351,New Zealand,Heart of Gold
91352,US,
91353,US,
91354,Austria,
91355,Australia,Two Passions
91356,Chile,Secreto
91357,US,
91358,US,Reserve
91359,New Zealand,Vicar's Choice
91360,US,Bridge Lane
91361,France,Les Lavières Premier Cru
91362,Chile,Casillero del Diablo Reserve
91363,France,Herrenweg
91364,Argentina,Reserve
91365,Italy,
91366,US,Dutton Ranch - Kylie's Cuvee
91367,Argentina,
91368,Argentina,Barrel Select
91369,US,
91370,France,Réserve Spéciale
91371,US,
91372,US,Artist Series I
91373,US,SLH Estate
91374,Italy,Altanuta
91375,Italy,Conti Capponi Comitale
91376,New Zealand,
91377,Chile,Secreto
91378,France,
91379,France,Lily Pad White
91380,US,Povino Red Dessert Wine
91381,Spain,Conde de Valdemar Crianza
