PII,country,designation
88537,Austria,Gedersdorfer Moosburgerin
88538,US,Misceo
88539,France,Turckheim Heimbourg
88540,Austria,Terrassen Federspiel
88541,Italy,Selezione Madonna delle Grazie
88543,France,Le Château Kastelberg Grand Cru
88545,Italy,Belguardo
88548,US,Gravelstone
88550,US,Non Plus Ultra
88551,US,Dundee Hills
88552,US,Durell Vineyard
88554,US,Dijon Clone
88556,Spain,Roble
88557,US,Mika White Wine
88558,US,Fou Fou le Blanc
88559,Italy,Gorelli
88561,Argentina,High Mountain Vines
88562,US,Artz and Shaw Red Mountain
88564,Hungary,Kopar Cuvée
88567,Slovenia,Amfora
88568,US,Artisan Collection
88569,France,Dessus le Mont Blanc de Blancs Premier Cru Brut
88570,Italy,Casal di Serra Vecchie Vigne
88571,France,Balma Venitia
88572,Italy,Palestina
88574,US,Frederick Estate Grown Red Wine
88575,US,Jack's Cabin Vineyard
88576,Spain,Gran Reserva Brut Nature Barrica
88578,US,Jack London Vineyard
88579,Italy,Aghiloro
88581,France,Hatschbourg Grand Cru
88583,US,Stoneridge Vineyard
88584,France,Kritt
88586,US,Estate Red
88587,US,Block 97
88588,Argentina,Catena Alta
88590,US,La Naris
88591,Italy,Pianello Excelsa
88594,US,Old Vines
88595,South Africa,Oak Lane
88596,Italy,Miraval Extra Dry Millesimato
88597,France,Signature
88598,Argentina,Clásico
88600,Argentina,Dos Fincas
88602,Portugal,Monsaraz
88604,Argentina,Saurus Select
88605,US,Victories
88607,Portugal,Pancas
88608,Portugal,Branco
88610,US,Valley View Vineyard
88611,France,Belleruche
88612,France,Estandon
88617,Portugal,Casa do Lago
88618,Italy,Excelsa Castelforte
88619,US,Semi-Sparkling Early
88620,Austria,Rote Erde
88621,US,Morpheus
88622,US,Julia's Vineyard
88623,US,Solomon Hills
88624,US,Sanford & Benedict
88625,US,Home Ranch
88627,US,Reserve
88628,Italy,I Progni
88629,Australia,Clarendon
88630,Austria,Berg Vogelsang
88632,US,Clone 20
88633,US,Due Mila Sette
88634,France,La Justice
88635,France,Clos de la Maréchale Premier Cru
88637,Germany,Erdener Treppchen Kabinett
88639,US,Reserve
88640,US,Esola Vineyard
88641,France,Beaune Aigrots Premier Cru
88642,US,Artistry
88643,France,Les Bressandes Premier Cru
88644,Germany,Wehlener Sonnenuhr Spätlese
88645,Austria,Aurum
88646,France,Clos des Mouches Premier Cru
88647,France,Les Millandes Premier Cru
88648,US,Clos Pepe Vineyard
88649,US,Hildegard
88651,US,Made With Organic Grapes
88652,Italy,Cuvée C Extra Dry
88653,Italy,Brut
88656,France,Clos du Cellier aux Moines Premier Cru
88657,France,Domaine du Château de Riquewihr Les Sorcières
88659,US,Estate
88662,US,Kessler-Haak Vineyard Rosé of
88663,US,Hayley Vineyard
88664,Italy,Col di Manza Millesimato Rive di Ogliano Extra Dry
88666,Portugal,Casa Brancas
88667,US,Estate
88668,US,Winemaker's Reserve Red Wine Blend
88669,Argentina,Reserva
88671,Italy,Santo Stefano Dry
88673,France,Amélie
88675,France,Le Taillefer
88677,Italy,Vigna del Paradiso Extra Dry
88679,France,Domaine de la Créa Les Grands Picotins
88681,Italy,Argillaia Intenso
88685,US,Artisan Collection
88686,Spain,Viña Honda
88687,US,Cimarron
88689,US,Chatte d'Avignon
88692,South Africa,Sincerely
88695,Spain,Ducado de Altan
88696,US,Bench Vineyards
88698,US,Estate Bottled
88700,US,Rosé
88701,US,A Metá
88702,US,Maple Vineyards
88705,Spain,Crianza
88708,Spain,El Vínculo
88711,France,Quattuor Blanc de Blancs Brut
88712,France,Clos des Bouveries Brut
88713,US,Continuity Red Wine
88714,Italy,Rabajà
88715,US,Brut Rosé
88716,Italy,Perbacco
88717,Italy,Tebavio
88718,US,Sugarloaf Mountain Vineyard
88720,US,Timley
88721,Italy,La Casa in Collina
88723,US,Northern Blend Red
88724,Italy,Serralunga
88725,Italy,Amistà
88726,France,Réserve Brut
88727,Italy,Vigna Dacapo
88728,US,R.H.D. Red Wine
88729,US,Countenance
88730,France,Rosé Brut
88731,Italy,La Matta
88732,Italy,Brunate Le Coste
88733,Austria,Hohenberg
88735,France,Demi-Sec
88736,France,Cuvée Rosé Brut
88737,Italy,Bergera Pezzole
88739,Italy,Chirlet
88740,Australia,Black St. Peters
88741,US,Nine Barrel
88742,Italy,Santomè
88743,Spain,Albaliza
88744,US,The Central Late Harvest
88745,US,Henry's Blend
88747,Italy,Icóna
88748,US,Grande Riserva
88750,France,Rosé Brut
88752,Australia,The Oddball
88753,US,Brix Vineyard
88754,Australia,Moonstone
88755,Italy,Brunet
88758,Argentina,Reserve
88759,Spain,Silver Label
88760,France,Moelleux
88766,US,Unti Vineyard
88767,France,Le Grand Bois
88768,US,Chenoweth Ranch
88769,Italy,Becco Giallo
88770,US,Estate
88771,US,Founders Reserve
88772,US,Reserve
88773,US,Forchini Vineyards Old Vine
88774,US,Estate
88776,Spain,Blanco
88778,US,Rollicking Red
88779,France,Prestige
88780,France,Famille Lapalu
88781,Italy,S
88783,US,Estate
88784,France,Heritages
88785,France,Réserve
88786,Spain,Barrel Fermented White
88788,US,Le Reflexion
88789,Spain,Gravedad
88790,US,Estate
88792,Italy,Rosé
88796,Greece,Velvet Passion
88797,Greece,Mountain Slopes
88800,France,Kessler Grand Cru
88802,France,Cuvée Henri
88803,France,Cuvée Marie
88804,France,Vieilles Vignes
88805,Austria,Klausen
88807,Chile,Limited Edition
88809,France,Beauregard Premier Cru
88811,Italy,Grésy
88812,Italy,Terre di Tufi
88813,Chile,Gran Devoción
88814,Chile,Reserva
88815,Austria,Vom Leithagebirge
88816,Austria,Steinberg
88817,Italy,Estrosa
88819,US,Hyde Vineyard
88820,Austria,Kamptaler Terrassen
88821,France,Herrenweg
88822,France,Cuvée Vieilles Vignes
88823,Argentina,Grand Reserve
88824,US,Open-top Vat Fermentation
88825,US,Los Chamizal Vineyard
88826,Italy,Chardonnay Pinot Grigio
88827,Italy,Castagnolo
88828,France,Domaine du Pavillon Clos des Ursulines
88829,Italy,Adènzia
88830,France,Steinklotz Grand Cru
88832,Italy,Riserva
88834,US,Zinman
88835,Spain,Reserva
88836,US,sbs
88839,US,Aran & David's
88840,France,Brut
88841,France,Prestige
88842,US,Bien Nacido Vineyard
88844,US,Semi-Dry
88845,US,Treehouse
88847,US,Dry
88850,Spain,Capitoso
88852,France,Steinklotz Grand Cru
88854,US,Yellow Dog Vineyard
88859,US,Rava Blackjack Vineyad
88860,US,Brut Cuvée
88861,Italy,Torre del Piano Superiore Riserva
88862,Spain,Reserva
88863,US,White Hawk Vineyard
88865,US,Wallula Benches
88866,Austria,Jois
88867,US,Defiance Vineyard
88868,Spain,Crianza
88869,US,Estate
88870,France,Tradition
88872,France,Barriques
88874,France,Fleur de Granit
88875,US,Lawrence Vineyards
88876,Spain,Imperial Gran Reserva Brut
88877,France,Val Saint-Gregoire
88878,US,Rocky Ridge Vineyard
88879,Spain,Inspiración Valdemar Edición Limitada
88880,US,Terra Bella Vineyard
88881,Italy,Riserva
88883,France,Nature 5
88885,France,Héritage du Temps
88886,Italy,Dives
88887,US,Elerding Vineyard
88889,Spain,Finca Vallobera
88892,Portugal,Terras de Xisto
88893,US,Valley View Vineyard
88894,Portugal,Vinha Conchas
88896,Portugal,Vértice Grande Reserva
88900,Portugal,Branco
88902,Portugal,Fonte do Beco
88903,Argentina,Picada 15
88910,South Africa,Fynbos
88912,Argentina,Oak Cask
88913,Italy,Ferdi
88914,Italy,San Fermo Brut Millesimato
88915,France,Cuvée Victoria
88916,Argentina,Colección
88917,Italy,Millesimato Il Vino dei Poeti Brut
88918,Italy,Extra Dry
88919,Italy,Il Roccolo
88920,France,Les Clos Grand Cru
88921,France,Les Petits Monts Premier Cru
88923,France,Les Combettes
88924,US,Bien Nacido Hillside Estate
88926,US,Reserve
88927,France,Les Marconnets Premier Cru
88929,Germany,Graacher Himmelreich Kabinett
88930,US,Bien Nacido Vineyard
88931,Austria,Steinsetz Reserve
88932,US,Bien Nacido Reserve Block Eleven
88933,Italy,La Casetta
88934,France,Clos du Roi Premier Cru
88936,France,Procès Premier Cru
88938,US,Savant
88939,France,Clos des Fiètres
88940,Germany,Abtsberg Kabinett
88942,Italy,Campo San Vito
88944,US,La Rinconada
88945,US,Reserve Series Spirithouse
88946,Germany,Bernkasteler Lay Kabinett
88947,US,Cobblestone Vineyard Reserve
88948,US,Côtes-du-Rôbles Blanc
88949,France,Les Evocelles
88950,Portugal,Quinta do Gradil
88952,France,Vaucoupin Premier Cru
88953,France,Les Princes Abbés
88954,France,Les Princes Abbés
88955,France,Domaine du Château de Riquewihr Les Murailles
88957,Italy,Brut Rosé
88958,Italy,Argillaia I Fondatori
88960,France,Brand Grand Cru
88965,Italy,Montesanto
88966,Italy,Ius Naturae Brut Millesimato
88967,Portugal,Branco
88968,US,Inspirado
88969,France,Réserve
88971,Italy,Uvaggio Storico Dry
88972,Argentina,Gran Reserva
88975,Italy,Cuvée Tenuta Val de Brun Millesimato Extra Dry
88976,US,Estate Grown
88977,Italy,Dei Casel Extra Dry
88978,France,Cuvée Nicole Brut
88979,France,Les Azerottes
88981,US,Estate Bottled Dry
88982,Italy,Campo Santa Lena
88983,US,The Norseman
88985,South Africa,Bain's Way
88986,France,Les Mondes Rondes
88992,US,Estates
88993,US,Estates
88994,US,Reserve
88995,US,Row 7 Red
88996,South Africa,Bain's Way
88997,US,Bootjack Ranch
88998,US,Dry
88999,US,Estate
89000,Italy,Il Valpolicella
89001,France,Vieilles Vignes
89003,Spain,Opera Prima
89004,Spain,Ribota
89009,South Africa,Star Tree Cuvée Brulsand Doux Sparkling Wine
89011,Italy,Bricco San Giuliano
89012,France,Blason Rosé Brut
89013,Italy,Bussia
89015,Italy,Valmaggiore Riserva
89016,Italy,Rabajà
89017,Italy,Riserva
89019,Austria,Pannobile Weiss
89020,Austria,Leithagebirge
89021,Austria,Steinmühle
89023,Italy,Bussia
89024,US,The Outlier
89025,Italy,Vigne dei Fantini
89026,US,Garnet
89028,Italy,Solanotto Altenasso
89029,Chile,The Blend Limited Edition
89030,Italy,Rocche dell'Annunziata
89031,Italy,Roche d'Ampsej Riserva
89032,Chile,Alpha
89033,Italy,Giovanni Almondo Riserva
89035,Italy,Bussia
89036,Italy,Ciabot della Luna
89037,Italy,Le Nicchie
89038,Chile,Axel
89039,Italy,Bricco Faset
89041,US,Crossfire Beckstoffer Missouri Hopper Vineyard
89042,France,Madame de
89044,France,Eros
89046,France,Saint-Géréon sur lie
89048,Georgia,Royal Cuvée Brut
89050,France,Réserve Spéciale
89053,US,La Vita
89054,US,Late Harvest
89059,US,Monte Rosso Vineyard
89062,US,Whistle Stop
89063,US,Estate
89064,US,Train Wreck
89067,Australia,Reserve
89068,France,Champs de Perdrix
89069,Italy,Sospiri Brut Millesimato
89072,US,Homestead Block
89073,US,Reserve
89074,Spain,Rívola
89075,US,Pazzo
89076,US,Il Granaio
89077,Spain,Roble
89078,US,Estate
89079,US,Westside Blocks
89080,Spain,El Chaparral de Vega Sindoa Old Vines
89087,Portugal,Sexy Rosé
89088,US,Reserve
89089,Spain,Selección
89090,Georgia,Classic Extra Dry
89091,Italy,Rian
89092,Germany,Eiswein
89093,US,Conley Vineyard
89095,Spain,El Cerezo Unoaked
89099,US,Geyserville Ranch
89100,Austria,Schön Smaragd
89102,Austria,Leithaberg Weiss
89103,US,Estate Edna Ranch
89104,US,Estate
89109,France,Cent Vignes Premier Cru
89111,France,Spiegel Grand Cru
89113,Italy,Alberta Ferretti
89114,Italy,Stemmari
89115,US,Handley Vineyard
89116,Chile,Estate
89117,Chile,Casillero del Diablo Reserva Privada
89120,US,Sangiacomo Vineyard
89121,Austria,Sandgrube
89122,US,Chenowith Ranch
89124,France,Saering Grand Cru
89125,New Zealand,Three Ton Oak Free
89126,US,Ambassador's Vineyard
89127,US,Klindt Vineyard Estate Grown
89128,Austria,Traminer Spätlese
89129,Argentina,Casa
89131,Spain,Rioja Bordón Crianza
89132,US,Renovação
89133,US,Reserve
89134,US,Mary's Vineyard
89135,US,Elvenglade Vineyard
89136,US,Amber Ridge Vineyard
89137,Spain,Organza
89138,US,Special Harvest
89139,US,SV Estate
89142,US,Anthem
89143,Australia,Old Bush Vine GMS Grenache-Mourvèdre-Shiraz
89144,US,Fiddlestix Vineyard
89145,US,Sagemoor Vineyards
89146,Spain,Brut Reserva
89147,Australia,High Sands
89148,US,Necessity Red
89149,France,Les Princes Abbés
89150,US,Dry
89151,US,Port
89154,US,Harvest Select
89157,US,Rosé of Pinot Noir
89162,Argentina,Estate
89163,France,Inspire
89164,US,The Usual Suspect
89166,Portugal,Pegos Claros
89167,Argentina,Oak Cask
89168,Argentina,Elsa
89169,Argentina,Reserva
89170,Argentina,Reserva
89171,US,Lauterbach Hill
89174,US,Frediani Vineyard
89175,US,Old Vine
89176,Portugal,Cortello
89177,Portugal,Cabernet Sauvignon/Aragonez
89179,Argentina,Prestige Vineyards
89180,France,Abbaye Sainte-Hilaire Tentation
89182,France,Cuvée Vincent
89184,South Africa,Kosher
89186,US,Director's
89191,US,Reserve
89192,Italy,Guidalberto
89193,Argentina,Reserve Barrancas Vineyards
89194,Argentina,Reserve Barrancas Vineyards
89195,France,Réserve
89197,France,Marckrain Grand Cru
89198,France,Vieilles Vignes
89199,Spain,Crianza
89200,Italy,Villa Antinori
89201,US,Vintner's Select Unfined & Unfiltered
89202,France,Rimage
89203,France,Rimage
89205,Austria,Chevalier Reserve
89206,Argentina,Single Vineyard Reserva
89208,France,Rouge Venise
89209,Austria,Edition Chremisa Sandgrube 13 Barrique
89210,Spain,Crianza
89211,US,Mule Skinner Estate Grown
89212,US,Dynamique
89213,Italy,Emineo
89214,France,Vintage Brut
89215,US,RTR Vineyard Dry
89216,US,Red Willow Vineyard
89217,US,the V
89219,Spain,Gran Reserva Tempranillo-Graciano
89220,France,Genevrières Premier Cru
89221,Germany,Kabinett
89222,Germany,Wehlener Sonnenuhr Kabinett
89224,Austria,Schneiderberg
89225,US,Allbutom Vineyard Estate
89226,Italy,Saustò
89227,US,Grandpère
89229,Italy,Corte Antica
89230,France,Clos du Prieuré Monopole
89231,France,Le Clos Blanc de Vougeot Premier Cru Monopole
89232,US,Momtazi Vineyard
89234,US,Estate Reserve
89235,Australia,Georgia's Paddock
89236,France,Les Folatières Premier Cru
89237,Italy,Arusnatico
89238,Italy,Monti Garbi
89239,France,Les Chevalières
89240,Austria,Tradition Reserve
89241,Austria,Loibner Gärten Federspiel
89242,US,Portola Springs Vineyard Estate
89243,US,Red Rhythm
89244,US,Lambda
89245,US,Estate
89247,Italy,Le Sassine
89248,Germany,Blue Slate Kabinett
89249,Australia,Wallace
89250,US,Lux
89251,Portugal,Ramos Reserva
89252,France,Réserve
89255,US,Reserve du Domaine
89256,Italy,Cruner Dry
89258,Italy,5 Grammi Brut
89260,New Zealand,Home Block
89262,France,Vieilles Vignes
89263,France,Château de Chamirey La Mission Premier Cru
89264,Argentina,FLM Gran Reserva
89265,US,Cooper Ranch
89266,France,Rosacker Grand Cru
89267,New Zealand,Riverpoint Vineyard
89268,Italy,MO Extra Dry
89269,Italy,Rive di Refrontolo Millesimato Extra Dry
89271,New Zealand,Old Coach Road
89273,Italy,Extra Dry
89274,US,Unfiltered
89275,US,Kick On Ranch
89277,US,Mountain
89278,Italy,Vecchie Viti Brut
89279,New Zealand,Roaring Meg
89282,South Africa,Provenance Shiraz
89284,US,Block 500
89285,US,Dry
89289,US,Preface
89290,US,Estate
89291,US,Rte. Blanc
89294,Spain,Reserva
89296,Spain,Finca Constancia
89299,US,Lot 11
89302,US,Version
89303,US,Winemaker's Blend
89304,Spain,Blanco
89305,France,Tiserny
89307,US,Black Dot
89308,Spain,Naturalmente Dulce
89310,Italy,Vigneto Nervo
89311,Italy,Rio Sordo Riserva
89312,Italy,Pian Romualdo
89313,Chile,Medalla Real Single Estate
89314,Italy,Nervo Fondetta
89317,Italy,Cantina Tre Serre
89318,France,Blanc de Noirs Brut
89319,Italy,Roere
89320,US,Monte Rosso Vineyard
89321,France,Carte Blanche Extra Dry
89324,Italy,Serraboella
89325,US,Snowflake White Wine
89326,US,Red Mountain Vineyard
89327,Italy,Tettineive
89328,Italy,Arione dell'Ulivo Riserva
89329,Austria,Singerriedel Federspiel
89330,Italy,De Miranda
89331,US,Dry
89332,Austria,Weissburgunder
89333,Italy,Vigna Vigia
89334,Italy,Valgrande
89335,France,Brut Millesimé
89336,US,Jemma
89337,Italy,Ravera
89338,US,7200 Vogelzang Vineyard
89339,US,Optu Red Wine
89340,US,Redwood Ranch Vineyard Select
89342,France,Equilibrium
89346,Italy,Rabià
89348,US,Maboroshi Vineyard
89349,US,Heritage Cuvée
89350,Spain,Torre de Golbán Reserva
89352,Italy,Il Groto
89353,US,Hidden Hills Vineyard
89355,Spain,Orchidea
89356,France,Pas si Petit
89357,France,Nord Sud
89358,US,Creek Block
89359,US,Kimberly Vineyard
89360,France,Le Classique
89361,Argentina,Q
89362,France,Château de Pocé
89364,US,Black Label
89365,Italy,Brut
89368,France,Domaine de Lancyre
89369,Argentina,Staccato Organic
89370,US,Adel's Vineyard
89371,US,Tondre's Grapefield
89375,US,Rosé of
89380,US,Scoprire
89385,US,Obsidian Ridge Vineyard
89386,US,Murphy Ranch Sarah Block
89387,Spain,Finca la Sabina
89389,US,Estate
89392,US,Syrah
89393,Spain,Veleta Nolados
89395,Italy,Wine for Seafood
89398,US,Estate
89400,Italy,Fonte delle Donne
89401,France,Le Mas
89404,France,Héritage
89405,Chile,Reserva Privada
89406,Italy,Sylvaner
89407,Italy,Lo Sbrancato Rosato
89409,Chile,Reserva
89410,US,Estate bottled
89411,Italy,Sàfiro
89412,US,Vin Gris of
89413,Argentina,Malma
89414,Italy,Centine
89415,Italy,Cerasuolo
89417,Chile,Urban Maule
89418,Chile,Orzada
89421,US,Thompson Vineyard
89422,US,Estate Edna Ranch
89424,Italy,Chiaretto 21.10
89425,US,Ferrington Vineyards
89426,US,Cotes du Crows
89427,Austria,Pulverturm
89428,Chile,Ventolera
89429,Chile,Secreto
89430,US,Grand Cuvee
89431,US,Estate Grown
89432,US,Rodney's Vineyard
89433,Spain,Finca Moncloa
89434,US,Morehouse Vineyard
89435,France,Bollenberg
89436,Spain,Viña Borgia
89437,US,Estate Grown
89444,US,Christian's Vineyard
89447,US,Mario's Vineyard
89448,US,Altitude 2401 Fair Play Farms
89449,US,Estate
89450,Australia,Boarding Pass
89451,Australia,Darby & Joan
89452,Italy,Cupio
89455,Spain,Protocolo
89456,US,Wilson Ranch Dry
89457,Spain,Crianza
89458,US,Pommard Clone
89460,Italy,Traibo
89461,Italy,Tenuta della Ioria Superiore
89464,Austria,Terrassen  Smaragd
89465,France,L'Hostellerie
89466,France,Carte Blanche Extra Dry
89472,France,Clos de la Faille
89474,US,Winemaker's Reserve Blend
89475,Austria,Edelgrund
89478,US,Jenkins Ranch
89479,Slovenia,Burja
89480,US,Red Wine
89481,US,Nina Lee
89482,US,Proprietor's Special Reserve
89483,Spain,Peitán
89484,US,King Vineyard
89485,Spain,Cuvée Henri Reserva Limited Production
89486,France,Rosé Brut
89487,France,Réserve
89488,US,West Pinnacles Vineyard
89489,Argentina,FLM Gran Reserva
89491,US,Reserve
89492,Portugal,Adega de Pias
89495,US,Votre Sante
89497,Argentina,Grand Reserve
89498,US,Cuvée Blanc Galleron Road Vineyard
89499,US,Red Wine
89500,US,Ruby Vineyard
89502,Portugal,Coreto Tinto
89503,Portugal,Tuga
89504,Portugal,Cape Roca Fisherman
89506,US,Saralee's Vineyard
89508,France,La Grivelière Tete de Cuvee
89509,US,Regan Vineyard Reserve
89510,US,Grand Reserve Antique Vines
89511,Italy,Càmi
89512,Portugal,Plansel Selecta Branco
89513,Portugal,Vinzelo Tinto
89516,France,Pink Floyd
89518,France,Le Petit Rouvière
89519,US,Pinnacles Ranches
89520,Italy,Mara
89521,France,Premier Cru
89522,Germany,Piesport Goldtröpfchen Kabinett
89523,US,Jack Rabbit Flat
89524,US,Suendero
89525,US,Dominio del Falcon
89526,US,Vista al Rio
89527,Austria,Pichl Point Federspiel
89529,US,Distraction
89530,US,Mill Road Vineyard
89531,US,Anderson Road
89534,Germany,Scharzhofberger Kabinett
89535,US,Reserve
89536,US,Cuvee Pom
89537,Austria,Alte Reben Rohrendorfer Leithen
89538,Austria,Ried Achleiten Smaragd
89539,France,Grèves Premier Cru
89540,US,Lot 121
89541,Austria,Rosenberg
89542,France,En Rue de Chaux Premier Cru
89543,US,Pocai Vineyard Estate Grown
89544,Germany,Bernkastel-Cueser Weisenstein Spätlese Trocken
89545,Italy,Ca' di Mori Montaer
89546,France,Domaine du Clos Frantin Les Malconsorts Premier Cru
89547,Austria,Langenlois Terrassen
89549,Italy,Le Sassine
89550,Italy,Le Rive di Ogliano Millesimato Extra Dry
89552,Italy,Il Tralcetto
89553,France,Les Princes Abbés
89554,US,Nate's Vineyard
89555,New Zealand,Gimblett Gravels Merlot-Cabernet Sauvignon-Malbec
89556,Argentina,Phebus
89557,France,Tradition
89558,France,Signature
89560,US,Russian River Selection
89561,US,True Red Lot 26
89562,US,Estate
89564,US,Eight-Nine-Ten
89565,Argentina,Monteagrelo
89566,Argentina,Lo Tengo
89567,France,Brandluft
89568,Argentina,Premium
89569,France,Cuvée Q.V. Paul Brut
89573,US,Vintner's Reserve
89574,US,Chris's Cuvée
89576,US,Pinot Noir
89578,Italy,Extra Dry
89579,US,Mayacamas Range
89580,Spain,Marqués de Badajoz El Marqués Dulce
89583,Argentina,Reserve
89590,Argentina,Bodega La Flor
89593,US,Natalie's Crown Reserve
89594,Spain,Altitud 1.100 Garnacha Tintorera
89597,US,La Boheme
89598,US,Estates
89600,Spain,Reserva
89601,Spain,Old Vines Crianza
89603,France,La Minée
89604,US,Solay
89605,Spain,Cristalino Extra-Dry
89606,US,Candy-Apple Red
89608,Spain,Valdueza
89609,France,Cuvée des Ormes
89610,US,Devils' Peak
89611,Italy,Sotto Castello di Novello Riserva
89612,Chile,Amplus Old Vine
89613,US,Rocky Mother Vineyard Estate
89614,US,Defiance Vineyard
89615,Chile,1865 Single Vineyard
89616,US,Collector's Reserve
89617,US,Nuns Cliff
89619,France,Brut
89620,US,Eighty-Five Fifty-Five
89621,Chile,Marques de Casa Concha
89624,Italy,Vigna Rué
89625,US,Optu White Wine
89626,US,Lone Oak Vineyard
89627,France,Brut
89629,Chile,Tributo Edicion Limitada
89631,US,Sweet Rosé
89633,Italy,Torriglione
89634,US,Consequence White Wine
89635,France,Palmes d'Or Rosé Brut
89636,US,Del Arroyo Vineyard
89638,Chile,Crucero
89639,Italy,La Luna e I Falò
89641,Italy,Guado al Tasso
89642,US,by Montes Aurelio's Selection
89643,Italy,Ornellaia
89644,US,Ten
89645,US,Corestone Ridge
89646,US,Hellenthal Vineyard
89647,US,van der Kamp Vineyard
89649,US,Columbia Rediviva
89650,France,Le Cèdre
89651,US,Southing
89652,US,Sycamore Vineyard
89653,Australia,Astralis
89654,US,Sémillon-Sauvignon-Muscadelle
89655,US,Pastorale Vineyard
89656,US,Estate
89657,US,Fiddlestix Vineyard
89658,Italy,Galatrona
89659,US,Old Hill Single Vineyard
89660,US,Boushey Vineyard Sirocco Blanc
89661,US,Andreas
89662,US,St. Eden
89663,Italy,Tignanello
89664,Austria,Unter den Terrassen zu Jois
89665,US,Pickberry Vineyards
89666,France,GC
89668,Austria,Dürrau Cuvée
89669,US,Bill and Joan's Special Selection
89670,France,Brut
89671,Argentina,Reserva
89672,Spain,Proyecto Cu4tro
89673,Spain,ia
89674,Spain,Finca Valdelagua
89675,Italy,Mazane
89676,Australia,Moscato
89677,US,Riva di Levante
89678,Australia,Tic Tok
89680,France,Père et Fils Cinsault-Syrah
89681,Italy,Privilegia
89684,France,Loire Valley
89685,US,Roza Hills Vineyard Reserve
89689,Italy,Scaia Rosso
89691,France,Brut
89693,France,Père et Fils
89694,Argentina,B Crux
89695,Argentina,Trumpeter
89696,France,Clos de Nouys Demi-Sec
89697,US,Hyde Vineyard
89698,France,Cuvée Stéphi Ebullience
89699,Italy,Il Tralcetto
89702,France,Domaines du Château de Riquewihr Les Maquisards
89703,US,Oak Trial
89704,Italy,Valle d'Oro
89706,France,Château L'Hospitalet Reserve La Clape
89708,Argentina,ILKA
89709,US,SLH Estate
89710,Chile,Rosé San Lorenzo Estate
89711,US,zin-a
89712,Italy,Centine
89713,Argentina,Benegas Lynch Meritage
89716,Italy,Satrico
89720,Italy,Intaglio
89722,Chile,Santa Digna Reserve
89724,France,Bourgogne Aligoté
89725,Argentina,Reserve
89726,Chile,Ventolera
89727,US,Judge Family Vineyard
89729,Chile,Amplus
89730,France,Schofweg
89731,Italy,Litorale
89732,Australia,The Custodian
89733,Italy,Vigna di Pianrosso Santa Caterina d'Oro Riserva
89734,Australia,Hickinbotham
89735,US,Il Barone
89736,US,Bien Nacido Vineyard
89739,Spain,Los Dos Old Vines
89741,US,Clover Creek Vineyard
89742,US,LUX
89743,France,Aux Vignes Clos Rebberg
89746,Italy,Clandestino
89748,US,Voulez-Vous
89749,US,Bootjack Ranch
89751,US,Block 216 Clone 5 Pommard
89752,US,Reserve
89756,Italy,Saporoia
89759,US,Purity
89760,France,Rosenburg
89761,US,Mays Discovery Vineyard
89762,US,Lawrence Vineyards Grand Klasse
89763,France,Domaine Jean Descombes
89765,Spain,Reserva
89766,France,Château Baroncelli
89768,Spain,Esencia Diviña
89769,Spain,Gran Reserva Brut Nature
89770,France,Nature'S
89771,France,Jubilée Hugel
89772,Austria,Charming
89773,France,Cuvée Alexandre
89774,Italy,Murtas
89775,Spain,Conde de los Andes Gran Reserva
89777,Spain,Crianza Selected Harvest
89778,Spain,Cosme Palacio Vendimia Seleccionada
89781,US,Proprietary Red
89783,Spain,Brut Rosé
89784,Spain,Halo de Secreto
89785,US,Horseshoe Bend Vineyard
89786,France,Tradition
89788,France,Brut
89790,Italy,La Fabriseria
89791,Italy,Seccal
89792,US,Andolsen Vineyard
89793,Austria,Die Lage
89794,Italy,Arusnatico
89795,Italy,Semonte Alto
89798,US,Reserve
89800,US,Central Avenue Vineyard
89801,Italy,Austero
89802,Germany,Ürzig Würzgarten Kabinett
89803,US,Paso Melange
89804,Austria,Kremser Pfaffenberg
89805,Austria,Hesperia Zweigelt Eiswein 375ml
89806,US,Reserve Series Nuthouse
89807,France,Beaune Cent-Vignes Premier Cru
89808,US,White
89809,France,Montmains Premier Cru
89810,France,Les Hautes Tours
89811,Austria,Käferberg
89812,US,Alder Springs Vineyard
89813,Italy,Monti Garbi
89814,Spain,Gran Viu Garnacha del Terreno
89815,US,One Point Five
89816,Italy,Vigneto Sant'Urbano
89817,Germany,Kestener Paulinshofberg Auf den Felsen Spätlese
89818,Italy,Bosan
89819,France,Clos du Roi Premier Cru
89822,US,Hybrid
89825,US,Chanson
89827,US,Hybrid
89828,Spain,Al Muvedre Tinto Joven
89829,Argentina,Trumpeter
89830,US,Fleur du Vin Fruity Semi Dry
89831,France,Octavie Crémieux
89832,France,Cuvée Oligocene
89836,US,V. Single Vineyard
89837,US,Estate Grown
89840,US,Trellis
89841,US,Estate Grown
89842,Spain,Crianza
89845,US,Bethlehem Valley
89846,US,Dry
89847,US,Libra
89848,US,Westside
89851,Spain,Ceps Nous
89853,Portugal,Touriga Nacional
89854,US,Bench Lands
89855,Portugal,Q do E Encontro
89856,US,E3
89857,US,Niederberger
89858,US,Steinbeck Vineyard & Wine-Bush Vineyard
89859,US,Umpqua Cuvée
89862,Portugal,Barco Negro
89865,US,Scorched Earth Vineyard
89866,US,Castello
89868,US,Summit
89869,US,Alegria Vineyard
89871,France,Au Dessus de la Loi Andlau
89873,Australia,Tadpole
89874,Portugal,Terra Plana
